title,genres
NES Play Action Football,"['Sports', 'Traditional', 'Football', 'Sim']"
Donkey Kong Jr. Math,"['Miscellaneous', 'Edutainment']"
Metroid Prime 3: Corruption,"['Action', 'Shooter', 'Shooter', 'First-Person', 'Sci-Fi', 'Sci-Fi', 'Arcade']"
Brain Age 2: More Training in Minutes a Day,"['Miscellaneous', 'Edutainment', 'Edutainment']"
Super Metroid,"['Action', 'Platformer', '2D']"
Shining in the Darkness,"['Role-Playing', 'First-Person']"
Metroid,"['Action', 'Platformer', '2D']"
Wave Race 64,"['Driving', 'Racing', 'Snow / Water']"
Mario Strikers Charged,"['Sports', 'Traditional', 'Team', 'Soccer', 'Arcade', 'Arcade']"
Picross DS,"['Miscellaneous', 'Puzzle', 'Puzzle', 'Puzzle', 'Logic', 'Logic']"
Kirby's Dream Course,"['Sports', 'Traditional', 'Golf', 'Arcade']"
Paper Mario,"['Role-Playing', 'Console-style RPG']"
Balloon Fight,"['Action', 'General']"
Yoshi,"['Miscellaneous', 'Puzzle', 'Puzzle', 'General']"
Mach Rider,"['Driving', 'Racing', 'Motorcycle', 'Street']"
Super Mario Bros. 2,"['Action', 'Platformer', '2D']"
Pokemon Battle Revolution,"['Strategy', 'Turn-Based', 'Fantasy', 'General', 'Fantasy']"
F-Zero X,"['Driving', 'Racing', 'Futuristic']"
World Sports Competition,"['Sports', 'General']"
NES Open Tournament Golf,"['Sports', 'Traditional', 'Golf', 'Arcade']"
Big Brain Academy: Wii Degree,"['Miscellaneous', 'Edutainment', 'Edutainment']"
Nintendo DS Web Browser,"['Miscellaneous', 'Web Browser', 'Application']"
Zelda II: The Adventure of Link,"['Role-Playing', 'Action RPG']"
Planet Puzzle League,"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'General']"
ToeJam & Earl in Panic on Funkotron,"['Action', 'Platformer', '2D']"
Mario Party 8,"['Miscellaneous', 'Party', 'Party', 'Party / Minigame']"
Kid Chameleon,"['Action', 'General']"
Streets of Rage 2,"['Action', ""Beat-'Em-Up""]"
Blazing Lazers,"['Action', 'Shooter', 'Scrolling']"
Donkey Kong Country 2: Diddy's Kong Quest,"['Action', 'Platformer', '2D']"
Ninja Spirit,"['Action', 'General']"
Mighty Bomb Jack,"['Action', 'General']"
Final Fight,"['Action', ""Beat-'Em-Up""]"
Ordyne,"['Action', 'Shooter', 'Scrolling']"
Shockman,"['Action', 'General', 'Platformer', '2D']"
Pokemon Diamond Version,"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Trainer']"
Pokemon Pearl Version,"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Trainer']"
Punch-Out!! Featuring Mr. Dream,"['Sports', 'Traditional', 'Boxing']"
Alex Kidd in the Enchanted Castle,"['Action', 'Platformer', '2D']"
Super Paper Mario,"['Action', 'Role-Playing', 'Platformer', 'Platformer', 'Action RPG', '3D', '3D']"
Star Fox 64,"['Action', 'Shooter', 'Rail']"
Teenage Mutant Ninja Turtles,"['Action', ""Beat-'Em-Up"", ""Beat-'Em-Up"", '2D']"
Romance of the Three Kingdoms IV: Wall of Fire,"['Strategy', 'Turn-Based', 'Historic']"
Custom Robo Arena,"['Action', 'Fighting', 'Fighting', '3D', '3D']"
Excitebike,"['Action', 'Driving', 'General', 'Racing', 'Motorcycle', 'Motocross']"
Wario: Master of Disguise,"['Action', 'General', 'Platformer', 'Platformer', '2D', '2D']"
Super Ghouls 'n Ghosts,"['Action', 'Platformer', '2D']"
The Legend of Zelda: Ocarina of Time,"['Action Adventure', 'Fantasy']"
Chew-Man-Fu,"['Miscellaneous', 'Puzzle', 'Puzzle', 'General']"
Donkey Kong Country,"['Action', 'Platformer', '2D']"
Everybody Votes,"['Miscellaneous', 'General', 'General']"
Wii Play,"['Miscellaneous', 'Party', 'Party', 'Party / Minigame']"
Ice Climber,"['Action', 'Platformer', '2D']"
Kid Icarus,"['Action', 'Platformer', '2D']"
Kirby's Adventure,"['Action', 'Platformer', '2D']"
Diddy Kong Racing DS,"['Driving', 'Racing', 'Arcade', 'Kart', 'Other', 'Kart']"
Super Mario World,"['Action', 'Platformer', '2D']"
Final Fantasy VI Advance,"['Role-Playing', 'Console-style RPG']"
Mario Kart 64,"['Driving', 'Racing', 'Kart']"
Hotel Dusk: Room 215,"['Adventure', 'General', 'General']"
The Legend of Zelda: A Link to the Past,"['Role-Playing', 'Action RPG']"
WarioWare: Smooth Moves,"['Miscellaneous', 'Party', 'Party', 'Party / Minigame']"
Urban Champion,"['Action', 'Fighting', '2D']"
Baseball,"['Sports', 'Traditional', 'Baseball', 'Arcade']"
Super Mario Bros.,"['Action', 'Platformer', '2D']"
Tennis,"['Sports', 'Traditional', 'Tennis']"
Gunstar Heroes,"['Action', 'Shooter', 'Scrolling']"
Ice Hockey,"['Sports', 'Traditional', 'Ice Hockey', 'Arcade']"
The Legend of Zelda: Twilight Princess,"['Action Adventure', 'Fantasy']"
Internet Channel,"['Miscellaneous', 'Web Browser', 'Application']"
Kirby: Squeak Squad,"['Action', 'Platformer', 'Platformer', '2D', '2D']"
Donkey Kong Jr.,"['Action', 'Platformer', '2D']"
The Legend of Zelda: Twilight Princess,"['Action Adventure', 'Fantasy', 'General', 'Fantasy', 'Open-World']"
Excite Truck,"['Driving', 'Racing', 'Arcade', 'Arcade', 'Automobile']"
Wii Sports,"['Sports', 'General', 'General', 'Individual', 'Athletics']"
Wii Channels,"['Miscellaneous', 'Web Browser', 'Application']"
F-Zero,"['Driving', 'Racing', 'Futuristic']"
Super Mario 64,"['Action', 'Platformer', '3D']"
SimCity,"['Strategy', 'City Building', 'Modern']"
The Legend of Zelda,"['Action Adventure', 'Fantasy']"
Donkey Kong,"['Action', 'Platformer', '2D']"
Mario Bros.,"['Action', 'Platformer', '2D']"
Pinball,"['Miscellaneous', 'Parlor', 'Pinball']"
Soccer,"['Sports', 'Traditional', 'Soccer', 'Sim']"
Wario's Woods,"['Miscellaneous', 'Puzzle', 'Puzzle', 'General']"
Nintendo Wii,"['Hardware', 'Console']"
Yoshi's Island DS,"['Action', 'Platformer', 'Platformer', '2D', '2D']"
Elite Beat Agents,"['Action', 'Miscellaneous', 'Rhythm', 'Music', 'Music']"
Final Fantasy V Advance,"['Role-Playing', 'Console-style RPG']"
Children of Mana,"['Role-Playing', 'Action RPG', 'Action RPG']"
Pokemon Ranger,"['Role-Playing', 'Action RPG', 'Action RPG']"
Magical Starsign,"['Role-Playing', 'General', 'Console-style RPG', 'Console-style RPG', 'Japanese-Style']"
Nintendogs: Dalmatian & Friends,"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual Life', 'Virtual', 'Pet']"
Clubhouse Games,"['Miscellaneous', 'Board Games', 'Board Games', 'Board / Card Game', 'Party / Minigame']"
Mario vs. Donkey Kong 2: March of the Minis,"['Action', 'Platformer', 'Platformer', '2D', '2D']"
Baten Kaitos Origins,"['Role-Playing', 'Console-style RPG']"
Pokemon Mystery Dungeon: Blue Rescue Team,"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Roguelike']"
Pokemon Mystery Dungeon: Red Rescue Team,"['Role-Playing', 'Console-style RPG']"
Mario Hoops: 3 on 3,"['Sports', 'Traditional', 'Team', 'Basketball', 'Arcade', 'Arcade']"
Star Fox Command,"['Action', 'Simulation', 'Shooter', 'Flight', 'Shooter', 'Third-Person', 'Combat', 'Sci-Fi', 'Sci-Fi', 'Arcade']"
Tenchu: Dark Secret,"['Action Adventure', 'Historic', 'General', 'Historic']"
Sudoku Gridmaster,"['Miscellaneous', 'Puzzle', 'Puzzle', 'Puzzle', 'Logic', 'Logic']"
Big Brain Academy,"['Miscellaneous', 'Edutainment', 'Edutainment']"
Magnetica,"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'Matching', 'General']"
New Super Mario Bros.,"['Action', 'Platformer', 'Platformer', '2D', '2D']"
Brain Age: Train Your Brain in Minutes a Day!,"['Miscellaneous', 'Edutainment', 'Edutainment']"
Odama,"['Miscellaneous', 'Parlor', 'Pinball']"
Metroid Prime: Hunters,"['Action', 'Shooter', 'Shooter', 'First-Person', 'Sci-Fi', 'Sci-Fi', 'Arcade']"
Tetris DS,"['Miscellaneous', 'Puzzle', 'Puzzle', 'Puzzle', 'Stacking', 'Stacking']"
Pokemon Trozei!,"['Miscellaneous', 'Puzzle', 'Puzzle', 'Puzzle', 'Matching', 'Matching']"
Tales of Phantasia,"['Role-Playing', 'Console-style RPG']"
Super Princess Peach,"['Action', 'Platformer', 'Platformer', '2D', '2D']"
Chibi-Robo!,"['Action Adventure', 'Fantasy']"
Drill Dozer,"['Action', 'Platformer', '2D']"
True Swing Golf,"['Sports', 'Traditional', 'Individual', 'Golf', 'Arcade', 'Arcade', 'Sim']"
Electroplankton,
Final Fantasy IV Advance,"['Role-Playing', 'Console-style RPG']"
Animal Crossing: Wild World,
Super Mario Strikers,"['Sports', 'Traditional', 'Soccer', 'Arcade']"
Mario Tennis: Power Tour,"['Sports', 'Traditional', 'Tennis']"
Mario & Luigi: Partners in Time,"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Japanese-Style']"
Dr. Mario / Puzzle League,"['Miscellaneous', 'Puzzle', 'Matching']"
Mario Kart DS,"['Driving', 'Racing', 'Arcade', 'Kart', 'Kart', 'Automobile']"
Mario Party 7,"['Miscellaneous', 'Party']"
Donkey Kong Country 3,"['Action', 'Platformer', '2D']"
Metroid Prime Pinball,"['Action', 'Miscellaneous', 'Parlor', 'Pinball', 'Pinball']"
Nintendogs: Best Friends,"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual Life', 'Virtual', 'Pet']"
Dance Dance Revolution: Mario Mix,"['Miscellaneous', 'Rhythm', 'Dancing']"
Fire Emblem: Path of Radiance,"['Strategy', 'Turn-Based', 'Fantasy']"
Pokemon XD: Gale of Darkness,"['Role-Playing', 'Console-style RPG']"
Trace Memory,"['Adventure', 'General', 'General', 'Point-and-Click']"
Battalion Wars,"['Action', 'Shooter', 'Third-Person', 'Modern']"
DK: King of Swing,"['Action', 'Platformer', '2D']"
Mario Superstar Baseball,"['Sports', 'Traditional', 'Baseball', 'Arcade']"
Dynasty Warriors Advance,"['Action', ""Beat-'Em-Up""]"
Advance Wars: Dual Strike,"['Strategy', 'Turn-Based', 'Modern', 'Modern', 'Tactics']"
Nintendogs: Chihuahua & Friends,"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual Life', 'Virtual', 'Pet']"
Nintendogs: Dachshund & Friends,"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual Life', 'Virtual', 'Pet']"
Nintendogs: Lab & Friends,"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual Life', 'Virtual', 'Pet']"
Geist,"['Action', 'Shooter', 'First-Person', 'Sci-Fi']"
Meteos,"['Miscellaneous', 'Puzzle', 'Puzzle', 'Puzzle', 'Matching', 'Matching']"
Kirby: Canvas Curse,"['Action', 'Platformer', 'Platformer', '2D', '2D']"
Yoshi Topsy-Turvy,"['Action', 'Platformer', '2D']"
Fire Emblem: The Sacred Stones,"['Strategy', 'Turn-Based', 'Fantasy']"
WarioWare: Twisted!,"['Miscellaneous', 'Puzzle', 'General']"
Donkey Konga 2,"['Miscellaneous', 'Rhythm', 'Music']"
Pokemon Emerald Version,
Polarium,
Mario Party Advance,"['Miscellaneous', 'Party']"
Yoshi Touch & Go,"['Action', 'Platformer', 'Platformer', '2D', '2D']"
Pokemon Dash,"['Driving', 'Racing', 'Arcade', 'On-foot', 'Other', 'On-foot']"
Donkey Kong Jungle Beat,"['Action', 'Platformer', '2D']"
WarioWare: Touched!,"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'Party / Minigame', 'General']"
Star Fox: Assault,"['Action', 'Shooter', 'Third-Person', 'Sci-Fi']"
The Legend of Zelda: The Minish Cap,"['Action Adventure', 'Fantasy']"
Mario Party 6,"['Miscellaneous', 'Party']"
Final Fantasy I & II: Dawn of Souls,"['Role-Playing', 'Console-style RPG']"
PictoChat,"['Miscellaneous', 'General', 'Application']"
Super Mario 64 DS,"['Action', 'Platformer', 'Platformer', '3D', '3D']"
Nintendo DS,"['Hardware', 'Console']"
Metroid Prime: Hunters - First Hunt,"['Action', 'Shooter', 'First-Person', 'Arcade']"
Metroid Prime 2: Echoes,"['Action', 'Shooter', 'First-Person', 'Sci-Fi']"
Donkey Kong Country 2,"['Action', 'Platformer', '2D']"
Mario Power Tennis,"['Sports', 'Traditional', 'Tennis']"
Classic NES Series: Dr. Mario,"['Miscellaneous', 'Puzzle', 'Matching']"
Classic NES Series: Castlevania,"['Action', 'Platformer', '2D']"
Classic NES Series: Zelda II: The Adventure of Link,"['Role-Playing', 'Action RPG']"
Classic NES Series: Metroid,"['Action Adventure', 'Sci-Fi']"
Kirby & the Amazing Mirror,"['Action', 'Platformer', '2D']"
Paper Mario: The Thousand-Year Door,"['Role-Playing', 'Console-style RPG']"
Mario Pinball Land,"['Miscellaneous', 'Parlor', 'Pinball']"
Donkey Konga,"['Miscellaneous', 'Rhythm', 'Music']"
F-Zero GP Legend,"['Driving', 'Racing', 'Futuristic']"
Pokemon FireRed Version,"['Role-Playing', 'Console-style RPG']"
Pokemon LeafGreen Version,"['Role-Playing', 'Console-style RPG']"
Pikmin 2,"['Strategy', 'Real-Time', 'Fantasy']"
Hamtaro: Ham-Ham Games,"['Sports', 'General']"
Pokemon Box: Ruby and Sapphire,"['Miscellaneous', 'General']"
Mario Golf: Advance Tour,"['Sports', 'Traditional', 'Golf', 'Sim']"
The Legend of Zelda: Four Swords Adventures,"['Action Adventure', 'Fantasy']"
Classic NES Series: Ice Climber,"['Action', 'Platformer', '2D']"
Classic NES Series: Excitebike,"['Driving', 'Racing', 'Arcade']"
Classic NES Series: Super Mario Bros.,"['Action', 'Platformer', '2D']"
Classic NES Series: The Legend of Zelda,"['Role-Playing', 'Action RPG']"
Classic NES Series: Donkey Kong,"['Action', 'Platformer', '2D']"
Classic NES Series: Pac-Man,"['Miscellaneous', 'Puzzle', 'General']"
Mario vs. Donkey Kong,"['Action', 'Platformer', '2D']"
Custom Robo,"['Action', 'Fighting', '3D']"
"WarioWare, Inc.: Mega Party Game$!","['Miscellaneous', 'Puzzle', 'General']"
Pokemon Colosseum,"['Role-Playing', 'Console-style RPG']"
Final Fantasy Crystal Chronicles,"['Role-Playing', 'Action RPG']"
Metroid: Zero Mission,"['Action', 'Platformer', '2D']"
Pac-Man vs.,"['Miscellaneous', 'Puzzle', 'General']"
1080: Avalanche,"['Sports', 'Alternative', 'Snowboarding']"
Sword of Mana,"['Role-Playing', 'Action RPG']"
Pokemon Channel,"['Adventure', 'First-Person', 'Fantasy']"
Mario Kart: Double Dash!!,"['Driving', 'Racing', 'Kart']"
Mario & Luigi: Superstar Saga,"['Role-Playing', 'Console-style RPG']"
The Legend of Zelda Collector's Edition,"['Action Adventure', 'Fantasy']"
Mario Party 5,"['Miscellaneous', 'Party']"
Fire Emblem,"['Strategy', 'Turn-Based', 'Fantasy']"
Top Gear Rally,"['Driving', 'Racing', 'Rally / Offroad']"
Super Mario Advance 4: Super Mario Bros. 3,"['Action', 'Platformer', '2D']"
Kirby Air Ride,"['Driving', 'Racing', 'Kart']"
Final Fantasy Tactics Advance,"['Strategy', 'Turn-Based', 'Fantasy']"
F-Zero GX,"['Driving', 'Racing', 'Futuristic']"
Pokemon Pinball: Ruby & Sapphire,"['Miscellaneous', 'Parlor', 'Pinball']"
Mario Golf: Toadstool Tour,"['Sports', 'Traditional', 'Golf', 'Arcade']"
Wario World,"['Action', 'Platformer', '3D']"
Advance Wars 2: Black Hole Rising,"['Strategy', 'Turn-Based', 'Sci-Fi']"
Donkey Kong Country,"['Action', 'Platformer', '2D']"
"WarioWare, Inc.: Mega Microgame$!","['Miscellaneous', 'Puzzle', 'General']"
Golden Sun: The Lost Age,"['Role-Playing', 'Console-style RPG']"
Hamtaro: Ham Ham Heartbreak,"['Action', 'General']"
The Legend of Zelda: The Wind Waker,"['Action Adventure', 'Fantasy']"
Pokemon Ruby Version,"['Role-Playing', 'Console-style RPG']"
The Legend of Zelda: Ocarina of Time / Master Quest,"['Action Adventure', 'Fantasy']"
The Legend of Zelda: A Link to the Past,"['Action Adventure', 'Fantasy']"
Kirby: Nightmare in Dream Land,"['Action', 'Platformer', '2D']"
Metroid Prime,"['Action', 'Shooter', 'First-Person', 'Sci-Fi']"
Metroid Fusion,"['Action Adventure', 'Sci-Fi']"
Cubivore: Survival of the Fittest,"['Miscellaneous', 'Puzzle', 'General']"
Game & Watch Gallery 4,"['Miscellaneous', 'Compilation']"
Mario Party 4,
Yoshi's Island: Super Mario Advance 3,"['Action', 'Platformer', '2D']"
Star Fox Adventures,
Animal Crossing,"['Miscellaneous', 'Virtual Life']"
Super Mario Sunshine,"['Action', 'Platformer', '3D']"
Disney's Magical Mirror Starring Mickey Mouse,"['Adventure', 'Third-Person', 'Fantasy']"
Disney's Magical Quest,"['Action', 'Platformer', '2D']"
Eternal Darkness: Sanity's Requiem,"['Action Adventure', 'Horror']"
Super Mario World: Super Mario Advance 2,"['Action', 'Platformer', '2D']"
NBA Courtside 2002,"['Sports', 'Traditional', 'Basketball', 'Sim']"
Super Smash Bros. Melee,"['Action', 'Fighting', '3D']"
Pikmin,"['Strategy', 'Real-Time', 'Fantasy']"
Wario Land 4,"['Action', 'Platformer', '2D']"
Wave Race: Blue Storm,"['Driving', 'Racing', 'Snow / Water']"
Luigi's Mansion,"['Action Adventure', 'Fantasy']"
Golden Sun,"['Role-Playing', 'Console-style RPG']"
Advance Wars,"['Strategy', 'Turn-Based', 'Modern']"
Mario Kart Super Circuit,"['Driving', 'Racing', 'Kart']"
F-Zero: Maximum Velocity,"['Driving', 'Racing', 'Futuristic']"
Super Mario Advance,"['Action', 'Platformer', '2D']"
Mario Party 3,"['Miscellaneous', 'Party']"
Dr. Mario 64,"['Miscellaneous', 'Puzzle', 'Matching']"
Pokemon Stadium 2,"['Strategy', 'General']"
Paper Mario,"['Role-Playing', 'Console-style RPG']"
Banjo-Tooie,"['Action', 'Platformer', '3D']"
Mickey's Speedway USA,"['Driving', 'Racing', 'Kart']"
"Hey You, Pikachu!","['Adventure', 'General']"
The Legend of Zelda: Majora's Mask,"['Action Adventure', 'Fantasy']"
Pokemon Puzzle League,"['Miscellaneous', 'Puzzle', 'Matching']"
Mario Tennis,"['Sports', 'Traditional', 'Tennis']"
Kirby 64: The Crystal Shards,
Starcraft 64,"['Strategy', 'Real-Time', 'Sci-Fi']"
Perfect Dark,"['Action', 'Shooter', 'First-Person', 'Sci-Fi']"
Excitebike 64,"['Driving', 'Racing', 'Motorcycle', 'Motocross']"
Ridge Racer 64,"['Driving', 'Racing', 'Arcade']"
Mario Golf,"['Sports', 'Traditional', 'Golf', 'Arcade']"
Pokemon Snap,"['Action', 'General']"
Super Smash Bros.,"['Action', 'Fighting', '3D']"
Mario Party,"['Miscellaneous', 'Party']"
The Legend of Zelda: Ocarina of Time,"['Action Adventure', 'Fantasy']"
F-Zero X,"['Driving', 'Racing', 'Futuristic']"
Banjo-Kazooie,"['Action', 'Platformer', '3D']"
Yoshi's Story,"['Action', 'Platformer', '2D']"
Diddy Kong Racing,"['Driving', 'Racing', 'Kart']"
GoldenEye 007,"['Action', 'Shooter', 'First-Person', 'Modern']"
Star Fox 64,"['Action', 'Shooter', 'Rail']"
Blast Corps,"['Action', 'General']"
Mario Kart 64,"['Driving', 'Racing', 'Kart']"
Wave Race 64,"['Driving', 'Racing', 'Snow / Water']"
Pilotwings 64,"['Simulation', 'General']"
Super Mario 64,"['Action', 'Platformer', '3D']"
Project H.A.M.M.E.R.,"['Action', ""Beat-'Em-Up"", ""Beat-'Em-Up"", '2D']"
DS Air,"['Simulation', 'Flight', 'Modern Jet', 'Combat']"
Line Attack Heroes,"['Action', 'General', 'General']"
Wii U Play,"['Miscellaneous', 'Party', 'Party / Minigame']"
Measure Up,"['Miscellaneous', 'General', 'General']"
Make 10,"['Miscellaneous', 'Puzzle', 'Puzzle', 'Logic', 'Logic']"
ASH: Archaic Sealed Heat,"['Role-Playing', 'Strategy', 'Turn-Based', 'General', 'General', 'Fantasy', 'Tactics']"
Nintendo Letterbox,"['Miscellaneous', 'General', 'General', 'Application']"
Art Academy: Lessons for Everyone,"['Miscellaneous', 'Edutainment', 'Edutainment']"
Wii Karaoke U,"['Action', 'Miscellaneous', 'Rhythm', 'Music', 'Music']"
Art Academy,"['Miscellaneous', 'Edutainment']"
Project Giant Robot,"['Action', 'Simulation', 'Fighting', 'Vehicle', '3D', 'Combat']"
Zero: Tsukihami no Kamen,"['Action Adventure', 'Horror', 'Survival']"
Blast Ball,"['Sports', 'General']"
Pikmin 4,"['Strategy', 'Real-Time', 'General']"
FAST Racing Neo,"['Racing', 'Arcade', 'Futuristic']"
Seasons of Heaven,"['Action Adventure', 'Survival']"
Metroid Prime 4,"['Action', 'Shooter', 'First-Person', 'Arcade']"
Bayonetta 3,"['Action Adventure', 'Linear']"
The Legend of Zelda: Breath of the Wild Sequel,"['Action Adventure', 'Open-World']"
Yo-kai Watch 4,"['Role-Playing', 'Trainer']"
Pokemon Sleep,"['Role-Playing', 'Miscellaneous', 'Application', 'Trainer']"
New Pokemon Snap,"['Action', 'Shooter', 'Rail']"
